"1";"makeup";"جلات";"جلات لتسبيل الشعر.";"1500";"0";"https://i.imgur.com/LMSvQ81m.jpg";"https://i.imgur.com/LMSvQ81.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"2";"makeup";"زيت جونسون";"زيت جونسون للأطفال والغني عن التعريف.";"2000";"0";"https://i.imgur.com/tPzitpSm.jpg";"https://i.imgur.com/tPzitpS.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"3";"makeup";"صبغة شعر زيزانيا";"صبغة شعر ذات جودة عالية وألوان مميزة.";"1100";"0";"https://i.imgur.com/AKSTrgBm.jpg";"https://i.imgur.com/AKSTrgB.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"4";"makeup";"أسيتون";"أسيتون عالي الجودة.";"600";"0";"https://i.imgur.com/R1Omw23m.jpg";"https://i.imgur.com/R1Omw23.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"5";"makeup";"فازلين";"كريم فازلين 400 مل.";"400";"0";"https://i.imgur.com/vnEyyrwm.jpg";"https://i.imgur.com/vnEyyrw.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6";"makeup";"شمع العسل";"لمسة ناعمة خالية من الشعر الزائد.";"350";"0";"https://i.imgur.com/iAX1Ntkm.jpg";"https://i.imgur.com/iAX1Ntk.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"7";"makeup";"حليب مبيض";"حليب مبيض ومرطب للبشرة.";"500";"0";"https://i.imgur.com/ny7HsQym.jpg";"https://i.imgur.com/ny7HsQy.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"8";"makeup";"شبة";"شبة لإزالة التعرق وبأربع روائح.";"200";"0";"https://i.imgur.com/2ml8YuPm.jpg";"https://i.imgur.com/2ml8YuP.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"9";"makeup";"مزيل شعر";"مزيل شعر للحصول على بشرة حريرية ناعمة.";"300";"0";"https://i.imgur.com/xeNlaajm.jpg";"https://i.imgur.com/xeNlaaj.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"10";"makeup";"كريم دوف";"كربم دوف ملطف ومغذي للبشرة حجم 100 مل.";"250";"0";"https://i.imgur.com/EBc9Dlzm.jpg";"https://i.imgur.com/EBc9Dlz.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"11";"makeup";"تاتش";"جل تاتش معقم ومطهر لليدين.";"150";"0";"https://i.imgur.com/YvVHF0Km.jpg";"https://i.imgur.com/YvVHF0K.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12";"makeup";"ألوفيرا";"جل ملطف و مهدئ ومغذي لكل أنواع البشرة.";"1500";"0";"https://i.imgur.com/yUJs4Uqm.jpg";"https://i.imgur.com/yUJs4Uq.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"13";"makeup";"كريم مصفف للشعر";"كريم شمعي مصفف وملمع للشعر.";"900";"0";"https://i.imgur.com/8v2tv6Im.jpg";"https://i.imgur.com/8v2tv6I.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"14";"makeup";"قلم حواجب زيبرا";"قلم حواجب زيبرا الأصلي.";"1000";"0";"https://i.imgur.com/xH4opzJm.jpg";"https://i.imgur.com/xH4opzJ.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"15";"makeup";"بروتين + كيراتين + كولاجين";"منتج مميز لتغذية وتسبيل الشعر.";"2500";"0";"https://i.imgur.com/oSwrvK9m.jpg";"https://i.imgur.com/oSwrvK9.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"16";"makeup";"كريم الشعر كوبرا";"كريم الشعر كوبرا لشعر ومظهر أنيق.";"500";"0";"https://i.imgur.com/rA1kwcNm.jpg";"https://i.imgur.com/rA1kwcN.jpg";NULL;NULL;NULL;NULL;NULL;NULL;NULL
